title,type,id,url,viewCount,date,likes,location,channelName,channelUrl,channelUsername,channelId,channelDescription,channelJoinedDate,channelDescriptionLinks,channelLocation,channelAvatarUrl,channelBannerUrl,channelTotalVideos,channelTotalViews,numberOfSubscribers,aboutChannelInfo,duration,commentsCount,text,hashtags,title_clean
Rahul's Journey to a National Record,video,qihLejP9_cY,https://www.youtube.com/watch?v=qihLejP9_cY,5192245,2026-08-08T09:03:44.000Z,59307,India,MuscleBlaze,https://www.youtube.com/channel/UCKlSCO8Tnr1_QUSDNjWCwjA,MuscleBlaze,UCKlSCO8Tnr1_QUSDNjWCwjA,"MuscleBlaze, with its presence across South Asia, Singapore & UAE, is a leading manufacturer & marketer of highest quality Sports Nutrition & Fitness Supplements. MuscleBlaze is committed to deliver premium quality product range to athletes, bodybuilders and fitness enthusiasts. An expert team of certified sport nutritionists and fitness professionals brought in years of experience to create a brand that offers a comprehensive range of bodybuilding supplements to you. Our young brand is proud to gain a wide acceptance with over 3 million customers.",1-Jan-14,"[{""text"": ""Website"", ""url"": ""http://www.muscleblaze.com""}, {""text"": ""Instagram"", ""url"": ""https://www.instagram.com/muscleblaze/""}, {""text"": ""Twitter"", ""url"": ""http://www.twitter.com/MuscleBlaze""}, {""text"": ""Facebook"", ""url"": ""http://www.facebook.com/MuscleBlaze""}, {""text"": ""LinkedIn"", ""url"": ""https://www.linkedin.com/company/muscleblaze/""}]",India,https://yt3.googleusercontent.com/3rWUhxMH_AgcKnrtFZhZr2nD1_fBIBko8x1eYrkeE8noHJ0IDaMu3neJMq8ZN8xewDUL3Jdo=s68-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/pwslaCDpj_u66KKfemkodO0rTw7bHGOWHyGEUWL1uwFtuqjOYgELGkr0KRNCAT8y3sOb6vJy=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",1184,587247578,1060000,"{""channelDescription"": ""MuscleBlaze, with its presence across South Asia, Singapore & UAE, is a leading manufacturer & marketer of highest quality Sports Nutrition & Fitness Supplements. MuscleBlaze is committed to deliver premium quality product range to athletes, bodybuilders and fitness enthusiasts. An expert team of certified sport nutritionists and fitness professionals brought in years of experience to create a brand that offers a comprehensive range of bodybuilding supplements to you. Our young brand is proud to gain a wide acceptance with over 3 million customers."", ""channelJoinedDate"": ""Jan 1, 2014"", ""channelDescriptionLinks"": [{""text"": ""Website"", ""url"": ""http://www.muscleblaze.com""}, {""text"": ""Instagram"", ""url"": ""https://www.instagram.com/muscleblaze/""}, {""text"": ""Twitter"", ""url"": ""http://www.twitter.com/MuscleBlaze""}, {""text"": ""Facebook"", ""url"": ""http://www.facebook.com/MuscleBlaze""}, {""text"": ""LinkedIn"", ""url"": ""https://www.linkedin.com/company/muscleblaze/""}], ""channelLocation"": ""India"", ""channelUsername"": ""MuscleBlaze"", ""channelAvatarUrl"": ""https://yt3.googleusercontent.com/3rWUhxMH_AgcKnrtFZhZr2nD1_fBIBko8x1eYrkeE8noHJ0IDaMu3neJMq8ZN8xewDUL3Jdo=s68-c-k-c0x00ffffff-no-rj"", ""channelBannerUrl"": ""https://yt3.googleusercontent.com/pwslaCDpj_u66KKfemkodO0rTw7bHGOWHyGEUWL1uwFtuqjOYgELGkr0KRNCAT8y3sOb6vJy=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj"", ""channelTotalVideos"": 1184, ""channelTotalViews"": 587247578, ""numberOfSubscribers"": 1060000, ""isChannelVerified"": true, ""channelName"": ""MuscleBlaze"", ""channelUrl"": ""https://www.youtube.com/channel/UCKlSCO8Tnr1_QUSDNjWCwjA"", ""channelId"": ""UCKlSCO8Tnr1_QUSDNjWCwjA"", ""inputChannelUrl"": ""https://www.youtube.com/@MuscleBlaze"", ""isAgeRestricted"": false}",0:03:55,2044,"Rahul's Journey to a National Record

Fuel your journey with MuscleBlaze. Shop now: https://www.muscleblaze.com/

#muscleblaze #fitness #india",[],rahuls journey national record
Behind the Scenes: MuscleBlaze Athlete Training Camp,video,L-VLEkZNUI6,https://www.youtube.com/watch?v=L-VLEkZNUI6,24121364,2026-06-10T15:52:04.000Z,401665,India,MuscleBlaze,https://www.youtube.com/channel/UCKlSCO8Tnr1_QUSDNjWCwjA,MuscleBlaze,UCKlSCO8Tnr1_QUSDNjWCwjA,"MuscleBlaze, with its presence across South Asia, Singapore & UAE, is a leading manufacturer & marketer of highest quality Sports Nutrition & Fitness Supplements. MuscleBlaze is committed to deliver premium quality product range to athletes, bodybuilders and fitness enthusiasts. An expert team of certified sport nutritionists and fitness professionals brought in years of experience to create a brand that offers a comprehensive range of bodybuilding supplements to you. Our young brand is proud to gain a wide acceptance with over 3 million customers.",1-Jan-14,"[{""text"": ""Website"", ""url"": ""http://www.muscleblaze.com""}, {""text"": ""Instagram"", ""url"": ""https://www.instagram.com/muscleblaze/""}, {""text"": ""Twitter"", ""url"": ""http://www.twitter.com/MuscleBlaze""}, {""text"": ""Facebook"", ""url"": ""http://www.facebook.com/MuscleBlaze""}, {""text"": ""LinkedIn"", ""url"": ""https://www.linkedin.com/company/muscleblaze/""}]",India,https://yt3.googleusercontent.com/3rWUhxMH_AgcKnrtFZhZr2nD1_fBIBko8x1eYrkeE8noHJ0IDaMu3neJMq8ZN8xewDUL3Jdo=s68-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/pwslaCDpj_u66KKfemkodO0rTw7bHGOWHyGEUWL1uwFtuqjOYgELGkr0KRNCAT8y3sOb6vJy=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",1184,587247578,1060000,"{""channelDescription"": ""MuscleBlaze, with its presence across South Asia, Singapore & UAE, is a leading manufacturer & marketer of highest quality Sports Nutrition & Fitness Supplements. MuscleBlaze is committed to deliver premium quality product range to athletes, bodybuilders and fitness enthusiasts. An expert team of certified sport nutritionists and fitness professionals brought in years of experience to create a brand that offers a comprehensive range of bodybuilding supplements to you. Our young brand is proud to gain a wide acceptance with over 3 million customers."", ""channelJoinedDate"": ""Jan 1, 2014"", ""channelDescriptionLinks"": [{""text"": ""Website"", ""url"": ""http://www.muscleblaze.com""}, {""text"": ""Instagram"", ""url"": ""https://www.instagram.com/muscleblaze/""}, {""text"": ""Twitter"", ""url"": ""http://www.twitter.com/MuscleBlaze""}, {""text"": ""Facebook"", ""url"": ""http://www.facebook.com/MuscleBlaze""}, {""text"": ""LinkedIn"", ""url"": ""https://www.linkedin.com/company/muscleblaze/""}], ""channelLocation"": ""India"", ""channelUsername"": ""MuscleBlaze"", ""channelAvatarUrl"": ""https://yt3.googleusercontent.com/3rWUhxMH_AgcKnrtFZhZr2nD1_fBIBko8x1eYrkeE8noHJ0IDaMu3neJMq8ZN8xewDUL3Jdo=s68-c-k-c0x00ffffff-no-rj"", ""channelBannerUrl"": ""https://yt3.googleusercontent.com/pwslaCDpj_u66KKfemkodO0rTw7bHGOWHyGEUWL1uwFtuqjOYgELGkr0KRNCAT8y3sOb6vJy=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj"", ""channelTotalVideos"": 1184, ""channelTotalViews"": 587247578, ""numberOfSubscribers"": 1060000, ""isChannelVerified"": true, ""channelName"": ""MuscleBlaze"", ""channelUrl"": ""https://www.youtube.com/channel/UCKlSCO8Tnr1_QUSDNjWCwjA"", ""channelId"": ""UCKlSCO8Tnr1_QUSDNjWCwjA"", ""inputChannelUrl"": ""https://www.youtube.com/@MuscleBlaze"", ""isAgeRestricted"": false}",0:05:48,52111,"Behind the Scenes: MuscleBlaze Athlete Training Camp

Fuel your journey with MuscleBlaze. Shop now: https://www.muscleblaze.com/

#muscleblaze #fitness #india",[],behind scenes muscleblaze athlete training camp
Tejas's Journey to a National Record,video,GPH0XtV4Dot,https://www.youtube.com/watch?v=GPH0XtV4Dot,46125517,2026-07-10T23:25:49.000Z,181923,DUBAI,MuscleBlaze,https://www.youtube.com/channel/UCKlSCO8Tnr1_QUSDNjWCwjA,MuscleBlaze,UCKlSCO8Tnr1_QUSDNjWCwjA,"MuscleBlaze, with its presence across South Asia, Singapore & UAE, is a leading manufacturer & marketer of highest quality Sports Nutrition & Fitness Supplements. MuscleBlaze is committed to deliver premium quality product range to athletes, bodybuilders and fitness enthusiasts. An expert team of certified sport nutritionists and fitness professionals brought in years of experience to create a brand that offers a comprehensive range of bodybuilding supplements to you. Our young brand is proud to gain a wide acceptance with over 3 million customers.",1-Jan-14,"[{""text"": ""Website"", ""url"": ""http://www.muscleblaze.com""}, {""text"": ""Instagram"", ""url"": ""https://www.instagram.com/muscleblaze/""}, {""text"": ""Twitter"", ""url"": ""http://www.twitter.com/MuscleBlaze""}, {""text"": ""Facebook"", ""url"": ""http://www.facebook.com/MuscleBlaze""}, {""text"": ""LinkedIn"", ""url"": ""https://www.linkedin.com/company/muscleblaze/""}]",India,https://yt3.googleusercontent.com/3rWUhxMH_AgcKnrtFZhZr2nD1_fBIBko8x1eYrkeE8noHJ0IDaMu3neJMq8ZN8xewDUL3Jdo=s68-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/pwslaCDpj_u66KKfemkodO0rTw7bHGOWHyGEUWL1uwFtuqjOYgELGkr0KRNCAT8y3sOb6vJy=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",1184,587247578,1060000,"{""channelDescription"": ""MuscleBlaze, with its presence across South Asia, Singapore & UAE, is a leading manufacturer & marketer of highest quality Sports Nutrition & Fitness Supplements. MuscleBlaze is committed to deliver premium quality product range to athletes, bodybuilders and fitness enthusiasts. An expert team of certified sport nutritionists and fitness professionals brought in years of experience to create a brand that offers a comprehensive range of bodybuilding supplements to you. Our young brand is proud to gain a wide acceptance with over 3 million customers."", ""channelJoinedDate"": ""Jan 1, 2014"", ""channelDescriptionLinks"": [{""text"": ""Website"", ""url"": ""http://www.muscleblaze.com""}, {""text"": ""Instagram"", ""url"": ""https://www.instagram.com/muscleblaze/""}, {""text"": ""Twitter"", ""url"": ""http://www.twitter.com/MuscleBlaze""}, {""text"": ""Facebook"", ""url"": ""http://www.facebook.com/MuscleBlaze""}, {""text"": ""LinkedIn"", ""url"": ""https://www.linkedin.com/company/muscleblaze/""}], ""channelLocation"": ""India"", ""channelUsername"": ""MuscleBlaze"", ""channelAvatarUrl"": ""https://yt3.googleusercontent.com/3rWUhxMH_AgcKnrtFZhZr2nD1_fBIBko8x1eYrkeE8noHJ0IDaMu3neJMq8ZN8xewDUL3Jdo=s68-c-k-c0x00ffffff-no-rj"", ""channelBannerUrl"": ""https://yt3.googleusercontent.com/pwslaCDpj_u66KKfemkodO0rTw7bHGOWHyGEUWL1uwFtuqjOYgELGkr0KRNCAT8y3sOb6vJy=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj"", ""channelTotalVideos"": 1184, ""channelTotalViews"": 587247578, ""numberOfSubscribers"": 1060000, ""isChannelVerified"": true, ""channelName"": ""MuscleBlaze"", ""channelUrl"": ""https://www.youtube.com/channel/UCKlSCO8Tnr1_QUSDNjWCwjA"", ""channelId"": ""UCKlSCO8Tnr1_QUSDNjWCwjA"", ""inputChannelUrl"": ""https://www.youtube.com/@MuscleBlaze"", ""isAgeRestricted"": false}",0:03:49,15093,"Tejas's Journey to a National Record

Fuel your journey with MuscleBlaze. Shop now: https://www.muscleblaze.com/

#muscleblaze #fitness #india",[],tejass journey national record
Whey Protein vs Isolate - Which One Should You Buy?,video,WkHG5l1QeHH,https://www.youtube.com/watch?v=WkHG5l1QeHH,42933340,2025-06-19T22:35:32.000Z,418279,DUBAI,MuscleBlaze,https://www.youtube.com/channel/UCKlSCO8Tnr1_QUSDNjWCwjA,MuscleBlaze,UCKlSCO8Tnr1_QUSDNjWCwjA,"MuscleBlaze, with its presence across South Asia, Singapore & UAE, is a leading manufacturer & marketer of highest quality Sports Nutrition & Fitness Supplements. MuscleBlaze is committed to deliver premium quality product range to athletes, bodybuilders and fitness enthusiasts. An expert team of certified sport nutritionists and fitness professionals brought in years of experience to create a brand that offers a comprehensive range of bodybuilding supplements to you. Our young brand is proud to gain a wide acceptance with over 3 million customers.",1-Jan-14,"[{""text"": ""Website"", ""url"": ""http://www.muscleblaze.com""}, {""text"": ""Instagram"", ""url"": ""https://www.instagram.com/muscleblaze/""}, {""text"": ""Twitter"", ""url"": ""http://www.twitter.com/MuscleBlaze""}, {""text"": ""Facebook"", ""url"": ""http://www.facebook.com/MuscleBlaze""}, {""text"": ""LinkedIn"", ""url"": ""https://www.linkedin.com/company/muscleblaze/""}]",India,https://yt3.googleusercontent.com/3rWUhxMH_AgcKnrtFZhZr2nD1_fBIBko8x1eYrkeE8noHJ0IDaMu3neJMq8ZN8xewDUL3Jdo=s68-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/pwslaCDpj_u66KKfemkodO0rTw7bHGOWHyGEUWL1uwFtuqjOYgELGkr0KRNCAT8y3sOb6vJy=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",1184,587247578,1060000,"{""channelDescription"": ""MuscleBlaze, with its presence across South Asia, Singapore & UAE, is a leading manufacturer & marketer of highest quality Sports Nutrition & Fitness Supplements. MuscleBlaze is committed to deliver premium quality product range to athletes, bodybuilders and fitness enthusiasts. An expert team of certified sport nutritionists and fitness professionals brought in years of experience to create a brand that offers a comprehensive range of bodybuilding supplements to you. Our young brand is proud to gain a wide acceptance with over 3 million customers."", ""channelJoinedDate"": ""Jan 1, 2014"", ""channelDescriptionLinks"": [{""text"": ""Website"", ""url"": ""http://www.muscleblaze.com""}, {""text"": ""Instagram"", ""url"": ""https://www.instagram.com/muscleblaze/""}, {""text"": ""Twitter"", ""url"": ""http://www.twitter.com/MuscleBlaze""}, {""text"": ""Facebook"", ""url"": ""http://www.facebook.com/MuscleBlaze""}, {""text"": ""LinkedIn"", ""url"": ""https://www.linkedin.com/company/muscleblaze/""}], ""channelLocation"": ""India"", ""channelUsername"": ""MuscleBlaze"", ""channelAvatarUrl"": ""https://yt3.googleusercontent.com/3rWUhxMH_AgcKnrtFZhZr2nD1_fBIBko8x1eYrkeE8noHJ0IDaMu3neJMq8ZN8xewDUL3Jdo=s68-c-k-c0x00ffffff-no-rj"", ""channelBannerUrl"": ""https://yt3.googleusercontent.com/pwslaCDpj_u66KKfemkodO0rTw7bHGOWHyGEUWL1uwFtuqjOYgELGkr0KRNCAT8y3sOb6vJy=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj"", ""channelTotalVideos"": 1184, ""channelTotalViews"": 587247578, ""numberOfSubscribers"": 1060000, ""isChannelVerified"": true, ""channelName"": ""MuscleBlaze"", ""channelUrl"": ""https://www.youtube.com/channel/UCKlSCO8Tnr1_QUSDNjWCwjA"", ""channelId"": ""UCKlSCO8Tnr1_QUSDNjWCwjA"", ""inputChannelUrl"": ""https://www.youtube.com/@MuscleBlaze"", ""isAgeRestricted"": false}",0:03:38,26800,"Whey Protein vs Isolate - Which One Should You Buy?

Fuel your journey with MuscleBlaze. Shop now: https://www.muscleblaze.com/

#muscleblaze #fitness #india",[],whey protein vs isolate which one should you buy
Rohit's Transformation Story | Powered by MuscleBlaze,video,YuxpZa--P8s,https://www.youtube.com/watch?v=YuxpZa--P8s,149111041,2025-10-22T02:17:24.000Z,2939899,India,MuscleBlaze,https://www.youtube.com/channel/UCKlSCO8Tnr1_QUSDNjWCwjA,MuscleBlaze,UCKlSCO8Tnr1_QUSDNjWCwjA,"MuscleBlaze, with its presence across South Asia, Singapore & UAE, is a leading manufacturer & marketer of highest quality Sports Nutrition & Fitness Supplements. MuscleBlaze is committed to deliver premium quality product range to athletes, bodybuilders and fitness enthusiasts. An expert team of certified sport nutritionists and fitness professionals brought in years of experience to create a brand that offers a comprehensive range of bodybuilding supplements to you. Our young brand is proud to gain a wide acceptance with over 3 million customers.",1-Jan-14,"[{""text"": ""Website"", ""url"": ""http://www.muscleblaze.com""}, {""text"": ""Instagram"", ""url"": ""https://www.instagram.com/muscleblaze/""}, {""text"": ""Twitter"", ""url"": ""http://www.twitter.com/MuscleBlaze""}, {""text"": ""Facebook"", ""url"": ""http://www.facebook.com/MuscleBlaze""}, {""text"": ""LinkedIn"", ""url"": ""https://www.linkedin.com/company/muscleblaze/""}]",India,https://yt3.googleusercontent.com/3rWUhxMH_AgcKnrtFZhZr2nD1_fBIBko8x1eYrkeE8noHJ0IDaMu3neJMq8ZN8xewDUL3Jdo=s68-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/pwslaCDpj_u66KKfemkodO0rTw7bHGOWHyGEUWL1uwFtuqjOYgELGkr0KRNCAT8y3sOb6vJy=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",1184,587247578,1060000,"{""channelDescription"": ""MuscleBlaze, with its presence across South Asia, Singapore & UAE, is a leading manufacturer & marketer of highest quality Sports Nutrition & Fitness Supplements. MuscleBlaze is committed to deliver premium quality product range to athletes, bodybuilders and fitness enthusiasts. An expert team of certified sport nutritionists and fitness professionals brought in years of experience to create a brand that offers a comprehensive range of bodybuilding supplements to you. Our young brand is proud to gain a wide acceptance with over 3 million customers."", ""channelJoinedDate"": ""Jan 1, 2014"", ""channelDescriptionLinks"": [{""text"": ""Website"", ""url"": ""http://www.muscleblaze.com""}, {""text"": ""Instagram"", ""url"": ""https://www.instagram.com/muscleblaze/""}, {""text"": ""Twitter"", ""url"": ""http://www.twitter.com/MuscleBlaze""}, {""text"": ""Facebook"", ""url"": ""http://www.facebook.com/MuscleBlaze""}, {""text"": ""LinkedIn"", ""url"": ""https://www.linkedin.com/company/muscleblaze/""}], ""channelLocation"": ""India"", ""channelUsername"": ""MuscleBlaze"", ""channelAvatarUrl"": ""https://yt3.googleusercontent.com/3rWUhxMH_AgcKnrtFZhZr2nD1_fBIBko8x1eYrkeE8noHJ0IDaMu3neJMq8ZN8xewDUL3Jdo=s68-c-k-c0x00ffffff-no-rj"", ""channelBannerUrl"": ""https://yt3.googleusercontent.com/pwslaCDpj_u66KKfemkodO0rTw7bHGOWHyGEUWL1uwFtuqjOYgELGkr0KRNCAT8y3sOb6vJy=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj"", ""channelTotalVideos"": 1184, ""channelTotalViews"": 587247578, ""numberOfSubscribers"": 1060000, ""isChannelVerified"": true, ""channelName"": ""MuscleBlaze"", ""channelUrl"": ""https://www.youtube.com/channel/UCKlSCO8Tnr1_QUSDNjWCwjA"", ""channelId"": ""UCKlSCO8Tnr1_QUSDNjWCwjA"", ""inputChannelUrl"": ""https://www.youtube.com/@MuscleBlaze"", ""isAgeRestricted"": false}",0:00:40,252268,"Rohit's Transformation Story | Powered by MuscleBlaze

Fuel your journey with MuscleBlaze. Shop now: https://www.muscleblaze.com/

#muscleblaze #fitness #india",[],rohits transformation story powered by muscleblaze
Sanya's Journey to a National Record,video,l7dXnAeonq5,https://www.youtube.com/watch?v=l7dXnAeonq5,12663675,2024-05-16T11:12:27.000Z,45951,India,MuscleBlaze,https://www.youtube.com/channel/UCKlSCO8Tnr1_QUSDNjWCwjA,MuscleBlaze,UCKlSCO8Tnr1_QUSDNjWCwjA,"MuscleBlaze, with its presence across South Asia, Singapore & UAE, is a leading manufacturer & marketer of highest quality Sports Nutrition & Fitness Supplements. MuscleBlaze is committed to deliver premium quality product range to athletes, bodybuilders and fitness enthusiasts. An expert team of certified sport nutritionists and fitness professionals brought in years of experience to create a brand that offers a comprehensive range of bodybuilding supplements to you. Our young brand is proud to gain a wide acceptance with over 3 million customers.",1-Jan-14,"[{""text"": ""Website"", ""url"": ""http://www.muscleblaze.com""}, {""text"": ""Instagram"", ""url"": ""https://www.instagram.com/muscleblaze/""}, {""text"": ""Twitter"", ""url"": ""http://www.twitter.com/MuscleBlaze""}, {""text"": ""Facebook"", ""url"": ""http://www.facebook.com/MuscleBlaze""}, {""text"": ""LinkedIn"", ""url"": ""https://www.linkedin.com/company/muscleblaze/""}]",India,https://yt3.googleusercontent.com/3rWUhxMH_AgcKnrtFZhZr2nD1_fBIBko8x1eYrkeE8noHJ0IDaMu3neJMq8ZN8xewDUL3Jdo=s68-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/pwslaCDpj_u66KKfemkodO0rTw7bHGOWHyGEUWL1uwFtuqjOYgELGkr0KRNCAT8y3sOb6vJy=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",1184,587247578,1060000,"{""channelDescription"": ""MuscleBlaze, with its presence across South Asia, Singapore & UAE, is a leading manufacturer & marketer of highest quality Sports Nutrition & Fitness Supplements. MuscleBlaze is committed to deliver premium quality product range to athletes, bodybuilders and fitness enthusiasts. An expert team of certified sport nutritionists and fitness professionals brought in years of experience to create a brand that offers a comprehensive range of bodybuilding supplements to you. Our young brand is proud to gain a wide acceptance with over 3 million customers."", ""channelJoinedDate"": ""Jan 1, 2014"", ""channelDescriptionLinks"": [{""text"": ""Website"", ""url"": ""http://www.muscleblaze.com""}, {""text"": ""Instagram"", ""url"": ""https://www.instagram.com/muscleblaze/""}, {""text"": ""Twitter"", ""url"": ""http://www.twitter.com/MuscleBlaze""}, {""text"": ""Facebook"", ""url"": ""http://www.facebook.com/MuscleBlaze""}, {""text"": ""LinkedIn"", ""url"": ""https://www.linkedin.com/company/muscleblaze/""}], ""channelLocation"": ""India"", ""channelUsername"": ""MuscleBlaze"", ""channelAvatarUrl"": ""https://yt3.googleusercontent.com/3rWUhxMH_AgcKnrtFZhZr2nD1_fBIBko8x1eYrkeE8noHJ0IDaMu3neJMq8ZN8xewDUL3Jdo=s68-c-k-c0x00ffffff-no-rj"", ""channelBannerUrl"": ""https://yt3.googleusercontent.com/pwslaCDpj_u66KKfemkodO0rTw7bHGOWHyGEUWL1uwFtuqjOYgELGkr0KRNCAT8y3sOb6vJy=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj"", ""channelTotalVideos"": 1184, ""channelTotalViews"": 587247578, ""numberOfSubscribers"": 1060000, ""isChannelVerified"": true, ""channelName"": ""MuscleBlaze"", ""channelUrl"": ""https://www.youtube.com/channel/UCKlSCO8Tnr1_QUSDNjWCwjA"", ""channelId"": ""UCKlSCO8Tnr1_QUSDNjWCwjA"", ""inputChannelUrl"": ""https://www.youtube.com/@MuscleBlaze"", ""isAgeRestricted"": false}",0:00:25,6630,"Sanya's Journey to a National Record

Fuel your journey with MuscleBlaze. Shop now: https://www.muscleblaze.com/

#muscleblaze #fitness #india",[],sanyas journey national record
5 Post-Workout Recovery Mistakes You're Making,video,TQVr0oOpd4b,https://www.youtube.com/watch?v=TQVr0oOpd4b,71840721,2025-07-19T17:14:44.000Z,616188,India,MuscleBlaze,https://www.youtube.com/channel/UCKlSCO8Tnr1_QUSDNjWCwjA,MuscleBlaze,UCKlSCO8Tnr1_QUSDNjWCwjA,"MuscleBlaze, with its presence across South Asia, Singapore & UAE, is a leading manufacturer & marketer of highest quality Sports Nutrition & Fitness Supplements. MuscleBlaze is committed to deliver premium quality product range to athletes, bodybuilders and fitness enthusiasts. An expert team of certified sport nutritionists and fitness professionals brought in years of experience to create a brand that offers a comprehensive range of bodybuilding supplements to you. Our young brand is proud to gain a wide acceptance with over 3 million customers.",1-Jan-14,"[{""text"": ""Website"", ""url"": ""http://www.muscleblaze.com""}, {""text"": ""Instagram"", ""url"": ""https://www.instagram.com/muscleblaze/""}, {""text"": ""Twitter"", ""url"": ""http://www.twitter.com/MuscleBlaze""}, {""text"": ""Facebook"", ""url"": ""http://www.facebook.com/MuscleBlaze""}, {""text"": ""LinkedIn"", ""url"": ""https://www.linkedin.com/company/muscleblaze/""}]",India,https://yt3.googleusercontent.com/3rWUhxMH_AgcKnrtFZhZr2nD1_fBIBko8x1eYrkeE8noHJ0IDaMu3neJMq8ZN8xewDUL3Jdo=s68-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/pwslaCDpj_u66KKfemkodO0rTw7bHGOWHyGEUWL1uwFtuqjOYgELGkr0KRNCAT8y3sOb6vJy=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",1184,587247578,1060000,"{""channelDescription"": ""MuscleBlaze, with its presence across South Asia, Singapore & UAE, is a leading manufacturer & marketer of highest quality Sports Nutrition & Fitness Supplements. MuscleBlaze is committed to deliver premium quality product range to athletes, bodybuilders and fitness enthusiasts. An expert team of certified sport nutritionists and fitness professionals brought in years of experience to create a brand that offers a comprehensive range of bodybuilding supplements to you. Our young brand is proud to gain a wide acceptance with over 3 million customers."", ""channelJoinedDate"": ""Jan 1, 2014"", ""channelDescriptionLinks"": [{""text"": ""Website"", ""url"": ""http://www.muscleblaze.com""}, {""text"": ""Instagram"", ""url"": ""https://www.instagram.com/muscleblaze/""}, {""text"": ""Twitter"", ""url"": ""http://www.twitter.com/MuscleBlaze""}, {""text"": ""Facebook"", ""url"": ""http://www.facebook.com/MuscleBlaze""}, {""text"": ""LinkedIn"", ""url"": ""https://www.linkedin.com/company/muscleblaze/""}], ""channelLocation"": ""India"", ""channelUsername"": ""MuscleBlaze"", ""channelAvatarUrl"": ""https://yt3.googleusercontent.com/3rWUhxMH_AgcKnrtFZhZr2nD1_fBIBko8x1eYrkeE8noHJ0IDaMu3neJMq8ZN8xewDUL3Jdo=s68-c-k-c0x00ffffff-no-rj"", ""channelBannerUrl"": ""https://yt3.googleusercontent.com/pwslaCDpj_u66KKfemkodO0rTw7bHGOWHyGEUWL1uwFtuqjOYgELGkr0KRNCAT8y3sOb6vJy=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj"", ""channelTotalVideos"": 1184, ""channelTotalViews"": 587247578, ""numberOfSubscribers"": 1060000, ""isChannelVerified"": true, ""channelName"": ""MuscleBlaze"", ""channelUrl"": ""https://www.youtube.com/channel/UCKlSCO8Tnr1_QUSDNjWCwjA"", ""channelId"": ""UCKlSCO8Tnr1_QUSDNjWCwjA"", ""inputChannelUrl"": ""https://www.youtube.com/@MuscleBlaze"", ""isAgeRestricted"": false}",0:06:02,55289,"5 Post-Workout Recovery Mistakes You're Making

Fuel your journey with MuscleBlaze. Shop now: https://www.muscleblaze.com/

#muscleblaze #fitness #india",[],5 postworkout recovery mistakes youre making
